community,node
80,YOR132W
80,YOR171C
80,YOR194C
80,YOR250C
80,YOR258W
80,YOR262W
80,YOR269W
80,YOR299W
80,YPL108W
80,YPL114W
80,YPL138C
80,YPL140C
80,YPL190C
80,YPL193W
80,YPL209C
80,YPL228W
80,YPL269W
80,YPR022C
80,YPR025C
80,YPR068C
80,YPR106W
80,YPR148C
80,YPR158W
80,YPR159W
80,YPR184W
81,TORF21
81,YCL024W
81,YDL090C
81,YDL133CA
81,YDL184C
81,YDR002W
81,YDR225W
81,YGL240W
81,YJL189W
81,YJR094C
81,YKR048C
81,YMR121C
81,YMR139W
81,YNL078W
81,YOL059W
81,YOL070C
81,YOR032C
82,YFL042C
82,YGR017W
82,YJL090C
82,YLR072W
82,YLR173W
82,YLR403W
82,YML099C
82,YMR104C
82,YOR025W
83,YBR254C
83,YDR472W
83,YKR068C
83,YML077W
83,YOR115C
84,YDL113C
84,YDR084C
84,YDR425W
84,YGL161C
84,YGL198W
84,YGR172C
84,YJL036W
84,YJR110W
84,YPL095C
85,YCL028W
85,YCR060W
85,YHR034C
85,YKL040C
85,YLR206W
85,YOL111C
85,YOL123W
85,YOR007C
86,YBL006C
86,YBL035C
86,YBR107C
86,YDR013W
86,YDR421W
86,YDR489W
86,YGL071W
86,YIR018W
86,YJL072C
86,YML034W
86,YNL102W
86,YPR135W
87,YBR284W
87,YDL238C
87,YDR504C
87,YJL070C
87,YLR465C
87,YML035C
88,YBR221C
88,YGR123C
88,YKL117W
88,YLR157C
88,YPL240C
89,YAL021C
89,YAL024C
89,YER149C
89,YGR238C
89,YHR158C
89,YJR122W
89,YLR031W
89,YLR452C
89,YMR124W
89,YMR181C
90,YEL034W
90,YHR068W
90,YJR047C
91,YBR247C
91,YGL155W
91,YKL019W
91,YKL159C
92,YIL074C
92,YKL001C
92,YNL311C
93,YBL037W
93,YBR056W
93,YFR007W
93,YFR043C
93,YGL175C
93,YHL019C
93,YJR058C
93,YLR170C
93,YPR029C
94,YBR088C
94,YBR223C
94,YBR249C
94,YDL055C
94,YDL064W
94,YDL166C
94,YDR446W
94,YDR490C
94,YDR510W
94,YER038C
94,YER047C
94,YFL045C
94,YGR086C
94,YHR207C
94,YIR044C
94,YKL032C
94,YKL043W
94,YKL197C
94,YLR263W
94,YLR335W
94,YLR466W
94,YML023C
94,YMR219W
94,YMR233W
94,YNL088W
94,YNL329C
94,YOL006C
94,YOR144C
95,YDL084W
95,YER063W
95,YKL214C
96,YER062C
96,YIL053W
96,YPL201C
97,YDL070W
97,YDR208W
97,YIL045W
97,YLR227C
97,YLR273C
97,YLR399C
97,YMR227C
97,YNR034W
97,YOR178C
98,YDL208W
98,YHR072WA
98,YIL104C
98,YLR175W
98,YNL124W
99,YCR020CA
99,YEL053C
99,YIL119C
99,YNL107W
99,YPR051W
100,YDL216C
100,YDR179C
100,YKR060W
100,YMR025W
101,YBL043W
101,YDR017C
101,YDR099W
101,YER177W
101,YKL168C
101,YLR177W
101,YNL042W
101,YPL267W
102,YDL089W
102,YDR233C
102,YGR004W
102,YJR023C
102,YLR324W
102,YML008C
102,YMR039C
102,YMR316CB
102,YOR097C
102,YOR285W
102,YPR028W
102,YPR149W
103,YDL088C
103,YFR002W
103,YJL039C
103,YJL057C
103,YML025C
103,YML031W
103,YMR129W
103,YMR153W
104,YBR133C
104,YDL066W
104,YGL187C
104,YGL213C
104,YML108W
105,YAL049C
105,YBR059C
105,YBR260C
105,YDL117W
105,YDR239C
105,YER144C
105,YGR196C
105,YLL010C
105,YLR019W
105,YLR119W
105,YMR032W
105,YNL094W
105,YNL152W
105,YOR043W
106,YGL090W
106,YLR238W
106,YNL113W
106,YOR005C
106,YPR110C
107,YAL062W
107,YDR328C
107,YFL009W
107,YIL046W
107,YJR130C
107,YLR267W
107,YLR352W
107,YLR368W
107,YLR429W
107,YML082W
107,YML088W
107,YMR258C
108,YCL029C
108,YDR016C
108,YDR034C
108,YDR201W
108,YDR320CA
108,YER016W
108,YER043C
108,YFL028C
108,YGL061C
108,YGR113W
108,YKR037C
109,YDR277C
109,YDR469W
109,YER143W
109,YGR020C
109,YHR060W
109,YJR141W
109,YLR015W
109,YLR447C
109,YOR028C
109,YOR332W
109,YPL019C
110,YBL023C
110,YDR122W
110,YLR096W
110,YPL144W
110,YPR019W
111,YDR383C
111,YGR179C
111,YLR315W
112,YBL101WA
112,YCL019W
112,YCL020W
112,YDR261WA
112,YDR261WB
112,YFL002WA
112,YJL162C
113,YDR020C
113,YDR259C
113,YGR066C
113,YKL071W
113,YNR004W
113,YNR012W
113,YPL157W
114,YDR036C
114,YDR115W
114,YER182W
114,YGR203W
114,YKL142W
114,YKL157W
114,YLR397C
114,YMR165C
114,YMR210W
114,YMR243C
114,YNL063W
114,YNL210W
115,YBR030W
115,YBR278W
115,YDL012C
115,YDR121W
115,YDR151C
115,YFR047C
115,YHR032W
115,YHR140W
115,YIL172C
115,YJL064W
115,YJL065C
115,YLL046C
115,YLR244C
115,YNR029C
116,YDR218C
116,YHR107C
116,YJR076C
116,YLL019C
117,YHR193C
117,YLR146C
117,YPL037C
117,YPR069C
118,YER090W
118,YJR070C
118,YKL211C
119,YBL047C
119,YGR241C
119,YHR161C
119,YIL095W
119,YIL122W
119,YLL017W
119,YNL020C
119,YPL077C
120,YGR010W
120,YHL025W
120,YLR328W
120,YLR438W
121,YAL005C
121,YAL044WA
121,YAL046C
121,YBR101C
121,YDL150W
121,YDR098C
121,YDR255C
121,YDR279W
121,YEL032W
121,YER174C
121,YGR101W
121,YGR262C
121,YHL021C
121,YHR033W
121,YKL088W
121,YKL144C
121,YKR025W
121,YLR154C
121,YLR182W
121,YOL131W
121,YOR054C
122,YEL062W
122,YIR034C
122,YKL192C
122,YMR048W
122,YNL273W
122,YOR124C
122,YOR138C
123,YBR135W
123,YBR160W
123,YBR252W
123,YDL071C
123,YDL155W
123,YDR070C
123,YDR183W
123,YDR429C
123,YEL068C
123,YER102W
123,YFL017C
123,YGR108W
123,YGR269W
123,YMR146C
123,YOR361C
123,YOR362C
123,YPL105C
124,YBL026W
124,YCR077C
124,YDL139C
124,YDL175C
124,YDR378C
124,YER112W
124,YER146W
124,YJL124C
124,YJR022W
124,YLR438CA
124,YNL147W
124,YOR375C
125,YBR154C
125,YDL161W
125,YDR200C
125,YDR366C
125,YDR532C
125,YER071C
125,YFL023W
125,YFR008W
125,YIR003W
125,YJR039W
125,YJR125C
125,YJR135C
125,YKR055W
125,YLR200W
125,YML094W
125,YMR029C
125,YMR052W
125,YNL127W
125,YOR111W
125,YPR046W
